id,title,content,likes,collects,date,image
648af89b00000000270291a2,在印度洋的小岛上开启我的数字游民1.0啦,到达斯里兰卡的第八天，很快就适应了新环境 科伦坡生活还是很舒适，温度也还好比广州要凉快比中国慢两个小时的时差，生活节奏相对慢一些。 开启我的数字游民第一阶段啦,8,0,2023-06-15T19:40:00,"""https://ci.xiaohongshu.com/c58a35c8-a8cb-5e1c-5d26-7e711716bdf8?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
648aecc00000000013006c1a,帮助你成为数字游民，实现旅居世界的生活,"我们成为远程工作者和数字游民已经一年多了。在这段时间里，我们游牧在世界各地，目前在泰国旅居中，从事过自由职业接案、远程工作，成功经营了线上事业。 - 目前我们是远程工作的产品经理与工程师，同时也有稳定的线上事业收入。 - 这一路上，我们结识了许多同样是数字游民的朋友，也帮助了几位朋友成功转型为远程工作者或建立了自己的线上事业，一起踏上旅居的生活，朱朱也成功从web2工程师转职到web3领域。 我们累积了丰富的经验，希望透过这个社区帮助大家成为数字游民，enjoy世界各地旅居的生活，同时避开职场或是旅居途中的雷。 	 社区内容包含工作、职场、转职和数字游民相关的资讯，还涵盖了海外旅居的知识，如短期租屋资源共享、海外旅行交通方式和生活方式等等。 - 「加入方式」：请参考第四张图，社区是付费的，做出决定前请确认自己的需求。 我们期待与伙伴们一同成长，目标是帮助大家成为数字游民，过上自己想要的生活❗️",21,0,2023-06-15T18:49:00,"""https://ci.xiaohongshu.com/752026f7-7398-fa35-2f3e-6c391848986c?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
648ae1480000000013035adf,硕士休学 25岁 边工作边环游世界,"Russ 的斜杠人生 	 “在数字游牧的旅途中，认识到了一些旅人，让我感受到郎便是在网路发达的现代，网路拥有的资讯仍然只是世界的一小小部分，他们并没有在网路上分享自己的故事，如果没有遇见他们，我这一辈子都不会知道” 	 世界上有这么一些人，是用完全不同的生活方式在过生活。 	 “先简单分享自己的经历吧，硕士学涯的最后3个月 休学了，所以高中、大学、硕士加起来大约念了9 年的非本科系，身边的所有同学都去做牛导体的工作了，而我做的则是跟牛导体毫无相关的工作，但我挺喜欢的，也因为这样达到了自己的目标【边工作边旅行】。” 	 关于数字游牧的经历，有在上面的图片中一一跟大家分享",1,0,2023-06-15T18:00:00,"""https://ci.xiaohongshu.com/d6b84424-64e3-9e64-5252-9278b712df8b?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
648ada00000000002701303c,🔖AppleMagazine July 2022 数字牧民专题,"“越来越多的人选择将远程办公与旅行结合起来，以换取最大限度的旅行时间。” 	 从核心城市离开，选择游牧的远程办公者会拥有更低的生活成本，甚至更为优越和税收激励措施，也带来更多自由。这对于传统上依赖气候与假期的旅游行业也更具裨益，甚至可以在繁忙的“假期”中进行更长时间的旅行，从而拉平旅行高峰期的“峰值”。 	 “数字牧民已经改变了旅行的格局，也许是永远地改变。虽然高管们仍在喋喋不休地讨论员工坐班的决定，但远程工作者正轻松惬意地在远方发送着电子邮件。”",2,0,2023-06-15T17:29:00,"""https://ci.xiaohongshu.com/0497e9f4-9c56-9a77-397e-5d78ae9d346e?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
648a6391000000001303d7f8,西班牙数字游民最新信息解答,"国内可以直接办理西班牙数字游民的签证了？ 是的， 最新消息目前已经开通。 	 在国内直接办理跟来西班牙办理有什么区别？ 有！ 国内办理是一年制的数字游民签证， 来西班牙办理是三年制的数字游民居留。来西班牙办理的含金量更高。 	 办理材料一样吗？ 不一样，国内直接办理跟在西班牙办理材料准备有些区别。 	 数字游民所需材料清单有吗？ 有。 	 可以跟家人一起申请吗？ 可以的， 家人的材料和申请本人的材料可以一起递交，如果家人在经济上依附申请人。 	 从材料准备到办理需要多久？ 材料一切顺利的话， 最快2-3个月， 看领事馆预约情况而定。 	 还有问题？ 请留言！",0,0,2023-06-15T15:00:00,"""https://ci.xiaohongshu.com/46c8f824-1468-bfb0-654a-0e7f70fa7453?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
648ab1730000000027013c4e,认识一下向往可持续生活🔥FIRE的打工人🧱,喜欢看书/听音乐/看优质影视剧（简而言之就是喜欢欣赏艺术！）喜欢户外⛰️感受大自然！消费欲望较低的都市打工人一枚，正在数字游民社团中一起摸索FIRE的可持续生活，希望能认识一些新朋友！,3,0,2023-06-15T14:36:00,"""https://ci.xiaohongshu.com/bb27eabe-5957-941f-a452-782202d02bf7?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
648a83a8000000001203cdbb,nomad archive | 治愈系风景 🟢,nomad archive | 治愈系风景 🟢,2,0,2023-06-15T17:30:00,"""https://ci.xiaohongshu.com/86ec21b4-791d-67bd-852e-eeb560855dda?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
648a53c2000000001300d563,全球100种生活美学｜巴厘岛｜当代游牧者,"曾经，在很久的时光之前，有一群游牧者，像候鸟一样，随季节而迁移，在合适的时间到合适的地点过合适的生活。后来，游牧者开始了定居，多了稳定的生活，但是否也陷入了一种“画地为牢”，更在意眼前的一亩三分地，少了以天为盖的洒脱？ 	 突然有一天，出现了一批新的游牧者，数字游民Digital Nomads。他们也开始习惯迁移，也习惯于融入新的环境。相比与那些为了生计而决定目的地的古人们，他们更奢侈地享受着为了“生活”而决定目的地。喜欢有樱花的春天，那么游牧去日本。喜欢有冲浪的夏天，那么游牧到巴厘。喜欢有古堡和红叶的秋天，那么到欧洲游牧几个月。喜欢炎热的冬天，那么游牧到泰国过年... 	 在巴厘岛，参观了鼎鼎有名的仓谷，看到了据说是世界最大的数字游民基地。一所有着泳池，瑜伽馆，咖啡馆，阳光露台的共享空间，坐着一排排看似也如往常工作者一样的埋头苦干者，但是仔细去体味，才发现，这里的思想是更自由的，工作也是更有内在动力的。时间由自己支配，内容由自己设计，自律的人，找到了内心的平衡，想必也更找到了做运动，旅行，读书，交朋友，工作...这每一件事情的意义。 	 我们太久地习惯于做大家认为该做的事情，以社会认为常规的方式：什么年龄要去读书，什么年龄要去恋爱成家，什么年龄要去工作，做什么样的工作...磨平了棱角，淡忘了思考，陷入了拿别人的评价来对自己照镜的日复一日。这些当代的游牧者，勇敢地离开了默认的舒适圈，追寻内心的向往，在广阔天地间感受生命的力量。 	 目前的时代，也许支持远程工作的选择还没有那么多，也许作为自媒体人的竞争已经火热。作为数字游民，收入上并不一定会短期最大化，但，又有什么关系呢？ 	 每天被生命力和充实生活叫醒的一天，从睁眼的第一秒，呼吸都是更畅快实在的。生活和旅行，充分的体验，有生命力的存在着，才是每一天活着的主要目的。 	           	 备注：数字游民Digital nomads 这个词首次由前日立公司的CEO牧本次雄在其1997年出版的同名著作中提出，指通过电信技术(尤其是互联网）来移动办公，以支持生活和旅行的一种生活方式。",5,0,2023-06-15T07:56:00,"""https://ci.xiaohongshu.com/ccff8fab-a451-6522-984a-753d8528a61e?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
6489f804000000001300de97,快乐的数字游民生活有人想要吗,"我用我的亲身经历向身边的每个人安利“数字游民生活”。 上一秒努力工作，下一秒奔赴山海，做到真正的劳逸结合。 	 想要加入的请扣+1",0,0,2023-06-15T01:25:00,"""https://ci.xiaohongshu.com/108318a4-a229-c29c-6b52-9eedc21f5771?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
6489ef300000000013011839,数字游民毕业倒数第97天,白天在湖边的咖啡厅办公 跟要见面的KOL电话了1个小时 可真能聊 估计见面就更能说了 我毕业之后的第一份工作是在电商公司做直播运营 每天早9晚12 甚至通宵 被PUA了2年之后终于下定决心小命要紧 离职之后去了一家做软件的公司 主要负责日本KOL拓展 这时候我已经决定之后往日本KOLBD方向发展了 这是我转行之后第一份工作 月薪6000扣完5险1金到手5000多 感觉没花什么钱但是月月光 转行穷3年是真的 但我在这家公司只干了3个月 之后在朋友的介绍下 在目前所在行业的公司兼职了3个月 积累了一些同类型KOL资源 后来由于业绩过差（团队已存在6个月业绩还没破10万）团队被解散 各种投简历➕面试后进入了这家行业top5的公司 一开始top5公司觉得我资历不够说我没通过面试 当我正在准备接受另一家公司的offer时 top5公司的hr又跟我说可以让我来试试 于是果断放弃了另一家 入职了现在这家公司 我想可能是BD这个岗位门槛比较低 在行业干了3个月的小白也能进入大公司 所以说如果有想转行的小伙伴 也可以先从这个岗位开始 但是这个岗位也有它的优点和缺点 之后还想说说面试经验 但是今天太困了要睡了明天还要去出差 改天再聊        @小红书成长助手 @小红书创作学院,2,0,2023-06-15T00:47:00,"""https://ci.xiaohongshu.com/f0475dbd-23bc-7ee7-3542-4fe35a86ee48?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
