id,title,content,likes,collects,date,image
648aafce00000000130019e1,东京摄影｜日本和服｜情侣拍摄｜阴天的好心情,👘 最近进入东京的梅雨季节了， 	 经常会遇到约好的拍摄日子是阴天的状况， 	 拍摄的时候要避免背景有灰白的天空， 	 再加上强行后期hhhhh 	 希望天气快点好起来阿， 	 这种天气让人困困的， 	 一堆照片没修+一堆照片没发：（,1,0,2023-06-15T14:29:00,"""https://ci.xiaohongshu.com/f69bbb03-0358-e663-64a0-aec743500aa4?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
648a3c4f0000000007039c49,语言学习平台的问题,语言学习平台的问题,1,0,2023-06-15T06:16:00,"""https://ci.xiaohongshu.com/2b2200f0-1a43-5e9a-809c-aca2323e6381?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647ebda2000000001300a8d5,数字游牧带娃，寻伴分享心得,虽然我已经是一名资深的旅行者，但在没有孩子之前，我是一名自由旅拍摄影师。我独自背着相机和行囊游历了30个国家，这样的生活持续了7年。即使有了孩子，我的脚步也没有停止。母女二人一起旅行4年后，我们最终选择了在亚美尼亚定居。 在这里，我曾经徘徊过很多次，并想过成为一个“游牧生活”的人。虽然我看到很多人都能带着孩子四处旅行，但即使有着丰富的旅行经验，我仍然缺乏足够的勇气去实现这个梦想。更多的心理障碍来自于孩子的学习问题。 希望与那些正在路上、游牧或是带着孩子旅行的同伴们分享我的故事，并与大家交流心得。同时也期待能够和大家一起学习成长！,4,0,2023-06-06T13:01:00,"""https://ci.xiaohongshu.com/25e36dde-2ced-2649-424d-9658ec108207?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647d618a000000001101223d,墨西哥见闻（一）🇲🇽,1. 我好像可以理解为啥在古巴的时候别人以为我墨西哥人 2. 四脚蛇也很浪漫 3.绝对不随便找外国人给你照相 当他蹲下去的那一刻 我已经知道我要继续保持微笑 4. 照相不能站两边 我显得比美国肥佬们都大只,8,0,2023-06-05T12:16:00,"""https://ci.xiaohongshu.com/03a2e5e8-8aa1-ed87-4afd-4143d66df086?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647a8208000000001203fad0,七大奇迹之一 “奇琴伊察” 🇲🇽,坎昆目标完成 打卡七大奇迹之一  “奇琴伊察” 🇲🇽。每次看玛雅或印加文明 都会想起这首歌： “我要和你一起走过一千个世纪 每次诞生我都要与你相遇 每次轮回都为你。”,15,0,2023-06-03T07:58:00,"""https://ci.xiaohongshu.com/bcf10d4d-69a5-9283-07d6-98b3e4a0fa52?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
64796dd00000000013007794,哥伦比亚河谷的春花第一波,"这个春天，尽情追赶波特兰附近的野花，风餐露宿两周，虽有很多不完美，但也有所收获。很多地方都会一遍一遍地去，一次一次地拍。 	 哪张是你心中最美？ 	 时间参考：四月中下-五月初，具体可看http://oregonwildflowers.org/locations.php 地点参考：Rowena Plateau, Columbia Hills State Park, Dog Mountain Trail, Mosier Plateau Trail, Coyote Wall Trail, Memaloose Hill",105,0,2023-06-02T12:19:00,"""https://ci.xiaohongshu.com/4cf839e9-448d-d63b-9adc-d53a40eaa291?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647937ff0000000027028fab,🇵🇷➡️🇲🇽,"Goodbye Puerto Rico 🇵🇷 y Hello Cancun, you fucking robbery 🇲🇽",19,0,2023-06-02T08:29:00,"""https://ci.xiaohongshu.com/da65a371-4e78-3f08-8e59-da85993a43f8?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
64780dff0000000013011c67,波多黎各 出海日 🇵🇷,解锁 paddle board 🏄，近海浮潜🤿，半夜三更kayaking🚣🏻，看到了加勒比海荧光湖奇观,53,0,2023-06-01T11:18:00,"""https://ci.xiaohongshu.com/a0973831-018d-69a6-c46e-0b301f3df804?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
64766ea50000000012030c73,波多黎各料理🇵🇷,波多黎各料理🇵🇷,2,0,2023-05-31T05:46:00,"""https://ci.xiaohongshu.com/8aec614c-d086-fdb3-52fd-9b23c8ce8ffe?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
6472d3d800000000270032bd,打工要有渣男心态，暖男精神,作为游牧工作推广者，首先得熟读“渣男心经和暖男秘籍”，在职场工作中真的太zhi愈了！ 请像渣男一样工作，做自己的主角！ 也请像暖男一样工作，做公司的主角！ 渣男心态，暖男精神，不是让你做一个坏人，算心计，而是要做一个职场清醒。凡事以目标为导向，按照自己的节奏往前走，不被外界干扰步伐。,6,0,2023-05-28T12:08:00,"""https://ci.xiaohongshu.com/e1dc38ad-3ebf-d3e4-e83e-7bf61b41620a?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647167c600000000070393a4,假岛民 跑到波多黎各 来看海 🇵🇷,假岛民 跑到波多黎各 来看海 🇵🇷,59,0,2023-05-27T10:15:00,"""https://ci.xiaohongshu.com/78be5bbe-e0b3-08b4-1765-8e3535140628?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
64702fe800000000130113db,波多黎各 游客照 🇵🇷,波多黎各 游客照 🇵🇷,6,0,2023-05-26T12:04:00,"""https://ci.xiaohongshu.com/5cd6e4ac-ba1c-a031-684a-c075eeca9820?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647012c6000000001300b357,年轻人未来乡村生活趋势报告,历史上的年轻人三次返乡浪潮 年轻人眼中的城乡关系从有限交集到交融共生 城市乡村主义 城五乡二 数字游牧 驻村创变,4,0,2023-05-26T10:00:00,"""https://ci.xiaohongshu.com/b6e1c7d6-e705-f7a1-a89c-10a9d94d26eb?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
