id,title,content,likes,collects,date,image
648b3912000000001300d4fd,数字游民 ｜真的适合大多数人吗？是否游得动,亲妈说我们是世界的流浪儿 没错，我们抬头仰望星空也可以低头走路。 	 ✍️在前 今年身游民好像已经成了一种趋势性的生活方式，很多朋友也在问我旅居感觉怎么样～～虽然很多朋友已经分享过，我主要讲下几个混淆的概念。 	 🍠数字游民个人感觉更像，之前的“斜杠青年”、到“自由职业”、到“远程办公”、到“数字游民”，一个依靠时代背景跟新迭代的词，从一个标签性质-职业性质-生活方式升级。 - 什么是「数字游民」？ 可以说靠互联网赚钱并实现location independent地理自由的一类人。 - 	 👉🏻「数字游民」vs「自由职业者」区别 在于是否出门「看世界」。 - 👉🏻「数字游民」vs「远程办公」区别 数字游民在我的理解上他更有自由性，时间的自由和工作的自由，这种自由在于他有选择性，更多是合作性质或个体创业者，为自己或者项目工作。 	 常见的职业有程序员WEB3.0的、自媒体人、摄影摄像、后期、撰稿人、设计、翻译等等。当然收入不稳定，寻找项目有时候难度也比较大。 	 或者是自己创业当老板，如开网店电商销售、撰写电子书、知识付费等。这类基本风险大，但是收益高，前提有稳定客户。 	 远程办公他可能有雇佣关系，或上下级的限制性，有工作要求或绩效，规定时间要完成。只是不限制办公地点。如IT 培训机构线上老师、或者一些客服人员等。 	 相对来说这个还是收入稳定很多。会在线上赚取一线城市的薪水，在二线城市消费。 - 	 👉🏻「数字游民」vs「旅居」区别？ 旅居的范围可能更宽泛，他包含了数字游民和远程办公的人群。 	 还有一部分是从一线城市离开或者进入下一个工作和人生阶段，给自己一个gap year间隔年的人群。 	 也有一部分是来此体验生活的义工和财富自由人群。 - 	 🌸其实，无论自由职业、旅居、还是数字游民，都只是一种生活方式的标签，也包含现在对新的生活的一个尝试，并试图告诉其他人：不是只有一种方式才能证明一个人的「成功」。 	 世界本就该是多元的，人生也不是线性的。理想的生活方式也是自己创造。 	 看到此，你说我可不可以当游民呢，先打住，下一篇文章讲，游民的注意事项。,6,0,2023-06-16T00:15:00,"""https://ci.xiaohongshu.com/63277ff5-818f-af42-5ec8-d031236f8ef8?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
6489f804000000001300de97,快乐的数字游民生活有人想要吗,我用我的亲身经历向身边的每个人安利“数字游民生活”。 上一秒努力工作，下一秒奔赴山海，做到真正的劳逸结合。 	 想要加入的请扣+1,0,0,2023-06-15T01:25:00,"""https://ci.xiaohongshu.com/108318a4-a229-c29c-6b52-9eedc21f5771?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
64893b400000000013001a0e,Inside LVMH certificate 真正有智慧的人都在控制源头,Inside LVMH certificate 	 💖❤️🧡💛💚💙💜🤍 	 真正有智慧的人都在控制源头 保持觉知  善护念,4,0,2023-06-14T12:00:00,"""https://ci.xiaohongshu.com/5d6aea6b-12ac-7933-ccd8-f4d73bdbd7ba?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
64893817000000001203359b,Inside LVMH certificate Final Quiz 附答案,Inside LVMH certificate Final Quiz 附答案 	 💖❤️🧡💛💚💙💜🤍 	 真正有智慧的人都在控制源头 保持觉知  善护念,62,0,2023-06-14T11:46:00,"""https://ci.xiaohongshu.com/e3adc2d9-a44f-6e8d-7a97-acd3bb46c61d?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
64871f630000000013009294,徒步清迈隐世村庄，深入丛林了解奇妙植物,最近泰国是雨季，又闷又热的天气一定劝退了很多人户外活动，不过请相信我没有开玩笑，真的非常适合去丛林徒步！ 	 一向喜欢户外运动，所以在Airbnb上报名了private village tour的体验活动，看评价非常棒，真实体验下来也确实值得推荐！ 	 ✅️活动流程及亮点 早上8点，体验达人开车到酒店或民宿门口接我，车是SUV，开着空调很舒服 	 经过一个多小时的车程，到达即将徒步的村庄，沿途体验达人也会做一些介绍。对比古城和村子，又是另一番天地 	 跟着体验达人采访当地的村民，比如帮忙饲养长臂猿的大爷，编藤条框的奶奶👵，虽然语言不通，但是能感到当地人非常友好。 	 村民大爷帮忙召唤了很久，但是没能看到两只长臂猿兄妹，不过没关系啦，我是不觉得遗憾的，毕竟他们本来就该自由自在在丛林中玩耍，不用像完成KPI一样人一召唤就过来。另外，体验收益的10％也会用来帮助村民养育长臂猿 	 看到了很多习以为常但是又不真正认识的植物，比如新鲜的咖啡豆，一些用来驱蚊的树木，会变色的蝶豆花，还有新鲜的茶叶，毒蘑菇等等 	 沿着瀑布溯溪了一会儿，村子里就饮用这个水 	 整个过程不是一直在走，走一段村子的路可能会到咖啡馆休息一下，山顶有个视野极佳的咖啡店☕，可以看到整个村子，我还坐在这办了一会工，真的体验了一下数字游民work anywhere 	 徒步路线很合理，不走回头路，其实难度很小，所以不用担心没有运动基础，体验达人还专门准备了登山杖，每场活动最多不超过4个人，除了达人还有当地的向导，所以安全性也不用担心 	 ‼️注意事项 徒步活动主要在原始丛林里，因为植物茂密，所以基本不晒，但是一定要穿长裤长袖防蚊子！当然帽子，舒适的鞋，驱蚊液这些都是必须的 活动以英文进行，能简单交流即可 8点去民宿接，5点左右送回，中间包含一顿正餐，也可以自备一些小零食 	 因为我当天临时有工作要处理，还衍生出一个新的摄影项目想法💡，字数有限，下期再更！,4,0,2023-06-12T21:36:00,"""https://ci.xiaohongshu.com/178ac4b9-cb0a-9756-af0f-b7b358a0d79a?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
64843f1900000000130105aa,高加索的雪,十几年前，跟同事火车夜行至俄罗斯中部城市-乌法，小城人说：你现在在亚欧大陆，东西分界线-乌拉尔山下。 十几年后，今又来到了南北分界线-大高加索山脉前。 关于人为的地理划分，我们不置可否；关于时间的流逝，我们又无能为力。只好记录与珍惜。 就好像，那年火车带我穿过的，深秋的白桦林，还有此刻高加索山顶，初夏的雪。🙏🏻🙏🏻🙏🏻,3,0,2023-06-10T17:15:00,"""https://ci.xiaohongshu.com/6c079c75-ca04-0256-64c6-e91b18780ff6?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647f633c0000000013037896,Inside LVMH certificate module 4 附答案,Inside LVMH certificate module 4 附答案 Operations &amp; Supply Chain,42,0,2023-06-07T00:47:00,"""https://ci.xiaohongshu.com/cd7cc04d-3443-165f-91d6-9ae74042505f?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647d8b11000000001101032c,当你成为一个游客时，你是一个丑陋的东西,旅行圣地的本地人面对游客的内心真实写照,6,0,2023-06-05T15:13:00,"""https://ci.xiaohongshu.com/24afbfb3-521d-2cb1-f321-485530cea28d?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647cab8b000000000703ad4b,如果必须找一个地方定居，对我来说是清迈,从曼谷到清迈 越来越多的舒适感 正渐渐回归。 	 没有高楼 轻轨 节奏开始放缓， 虽然依旧很热 似乎没有那么闷了。 	 从以前到现在 爱折腾是我的常态， 所谓数字游民 不过是被冠了名， 事实上一直以来 我都在流动着生活， 用新的城市带来新鲜感， 最喜欢的地方永远是下一个。 	 7年前我第一次来清迈 对这个泰国北部的小城 莫名的熟悉和信任， 第一次萌生出一种 「也可以定下来」的感觉。 	 晚上逛周日夜市 本想淘些小东西送朋友 很不巧八点多就下雨了 摊主们纷纷收摊回家 我想了想也并不遗憾 毕竟之后还会再来 	 发照片给另一个很喜欢清迈的朋友 他说怎么感觉好多地方都没去过？ 我说因为很多都是新开的呀！ 世界一直在更新 但有些初心始终未变。,5,0,2023-06-04T23:19:00,"""https://ci.xiaohongshu.com/232b2191-3c6d-d0d0-c9a5-fc99fd9761ce?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
647c87ff0000000027029950,数字游民劝退？Shy Baldwin乐团贝斯手的自白,最近数字游民概念的热度很高，刷到社媒平台有我以前关注的大V说数字游民是居无定所线上打零工的，甚至是去第三世界吃红利的。我不认同这样的说法。首先，数字游民不都是打零工的，自由职业是其中一个大类，此外还有签了长期项目的远程工作者，和很多创业者。第二，第三世界吃红利的说法过于激进和偏颇，且前提错误。地理套利是一种选择，数字游民可以选择旅居生活成本较低的欠发达地区，也可以旅居欧美发达国家。长期旅居对于当地社交和生态环境带来的结果，有好有坏，类比旅游业。 	 有的大V说数字游民更多是一种过渡状态，或者说是建构出来的身份。这点我部分同意。我们的社会身份，除了亲缘关系，夫妻关系，师生关系，又有哪些不是建构出来的呢？做数字游民并不意味着一个人一辈子流浪，做数字游民，也是一种生活方式和个人观念，即使短暂地停下来，并不意味着我曾经不是，或者未来不是数字游民。 	 很多人羡慕数字游民，但我不鼓励“想到立刻去做”。就像打zhang一样，备好装备，才好上场。否则坚持不了多久。做数字游民很难。最大的困难是孤独，和与“舒适”对抗。 	 了不起的麦瑟尔夫人第三季中，脱口秀女演员麦瑟尔夫人作为开场嘉宾随著名音乐家Shy Baldwin巡演，和乐团里的贝斯手喝酒夜谈。贝斯手已经居无定所，巡演了十几年，分享了她和乐团里的ons经历和经验，说了下面一段话： 	 只不过，有时候太寂寞了，很多人没法坚持到底。 他们丧失了斗志，厌倦了四处奔波，食物，衣服，从不会是你想要的干干净净。 枕头要么太硬，要么太软。 但从另一个角度来说，你能见识这个世界。你不用对任何人负责。 而且当你走到人生尽头，不会遗憾自己没做过有趣的事。 	 尽管乐团巡演是另一回事，我深深认同这样的叙述同样适用于数字游民。孤独，大多数情况下不舒适。但这种“不舒适”，坦白来说，是我追求的，看见世界的“代价”。任何事情，都有利弊，生活中处处是trade-off，没有绝对好的生活方式。还是那句话，做好准备，物质上的，精神上的，就随心出发。,8,0,2023-06-04T20:47:00,"""https://ci.xiaohongshu.com/df37c6b7-133d-3b8c-1f85-986b06073705?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
