641832410000000000000000,乡村数字游民：今日工作状态,"我的游民生活可能没有那么有意境，那么有氛围，日常可能就是门口拉个小凳子，边晒太阳边工作，休息时间就当村口的gai溜子。 干了几个月，我发现有几件事情真的非常非常重要： 1. 一定要有自己固定的工作时间，高效工作，到点休息，否则你会陷入工作和生活难以区分的状态，压力累积，效率降低。 2. 要坚持每天写任务清单，学习清单，如果不够自律，很容易真的变成gai溜子 3. 和你的合作方保持沟通，积极从对方那里获得反馈，持续改进自己的远程工作和管理方式。 4. 拥有项目管理能力，由于你的同事都是远程或者兼职，永远不要预期他们会替你考虑，要培养自己的项目管理能力，不错过每一个细节 	 希望大家都找到自己喜欢的工作生活方式",351,0,2023-03-20T18:15:00,"""https://ci.xiaohongshu.com/c9235aa8-3cec-4bca-179a-e15f8cd0eab1?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
62dc918e000000001b01b6a0,远程工作怎么找｜运营人专场,有小伙伴留言问数字游民去哪里找工作，这解答来了～ . 我找过并看过近20个数字游民远程办公找工作的平台，这几个国内值得拥有，每个平台我都亲自用过~ 6个国内平台+2个国际性平台 对中文友好 对运营人友好 . 圆领 yuanling.com 小蜜蜂 xmf.com 云队友 duiyou360.com 远程工作 yuancheng.work 甜薪工场 txgc.com 电鸭社区 eleduck.com Indeed中国 cn.indeed.com Slasify slasify.com .,1452,0,2022-07-24T08:25:00,"""https://ci.xiaohongshu.com/1965bf75-d257-c6d2-0d34-ae2367d33331?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
62e88b9a000000002402f9cc,想成为数字游民⁉️找远程工作的神仙网站‼️,"好多小伙伴留言私信我出一个数字游民找远程工作的网站，这里给大家分享一下 	 远程工作分为国内和国外网站，海外平台找工作的💰会更多，但对语言要求也更高，大家自行评估。 	 国外： 1⃣️Freelancer 2⃣️Upwork（这个网站挺适合程序员去接单的） 3⃣️RemoteOk 	 国内： 1⃣️知识星球（国内一些数字游民/自由职业博主可能会在自己开放的知识星球里发布一些远程工作职业） 2⃣️远程工作 3⃣️云队友 4⃣️圆领 	 其他还有一些国内的需要付费的远程工作平台，因为自己也没使用过，就暂时不推荐了。",447,0,2022-08-02T10:27:00,"""https://ci.xiaohongshu.com/48b96e06-4294-e90a-3b76-4f12528a180c?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
62fb72680000000016030a75,边旅行边赚钱，我的收入从哪来？,"上一篇，给大家介绍了我的生活方式，数字游民——时间空间自由，体验不同生活。 	 那么数字游民收入都是从哪来的？4大途径！ 	 1.	远程工作 2.	自由职业 3.	互联网创业 4.	不用工作的投资人 	 说说我，前三种都试过，目标是成为通过增加被动收入，从而提前退休、顺利Fire的第四类。 	 具体呢？ 	 1️⃣  远程工作应该是门槛最低的，如果你现在的工作只需要坐在电脑前，那么完全可以找一份可替代的远程工作，从而搬去任何你想去的地方。缺点就是，远程工作也需要固定时间“打工”，自由度没有那么高。不过至少有了收入上稳定的保障，比较适合初级数字游民。 	 2️⃣ 自由职业应该是进阶版，需要你有一定的专业技能。很多自由职业做的都是创意类工作，比如插画师，音乐人，摄影师，博主等等，或者自己做线上生意，我的朋友@段段 自己开淘宝店，计划跟我一起环游世界也是这一类! 	 3️⃣ 互联网创业简单理解为自己开公司，自己是老板当然就能决定在哪工作。 	 4️⃣不用工作的投资人，就是被动收入覆盖掉日常开销，可以花很少时间甚至不工作，财富自由也算。 	 记得刚回成都的时候，我还建了一个【我在成都不上班】群。有开健身工作室的，有讲脱口秀的，有程序员，有做咨询，还有利用信息差在网上赚钱的，聪明羡慕不来 	 而我做的工作是Digital Marketing数字营销，典型的办公室工作，规划路线可以从跳槽找一份远程的稳定工作，到积累资源后自己找客户合作，再到规模扩大之后组一个广告公司团队，最后被动收入覆盖日常开销，成为不怎么工作就能满世界跑的人。 	 大家的背景经验不同，规划的路线也不一样。 	 啥都不会怎么办？ 	 先去深度学习一项技能吧，不管是先去上几年班，还是学音乐，画画，编程。聪明的人直接通过互联网开始做生意也行！ 	 其实数字游民更多代表一种生活方式，赚钱是其次，体验更多更精彩的生活才是更重要的。相反的，很多即使不用工作相对自由的人，却也不愿意过不稳定、搬来搬去的『游民』生活。也有做创业者，一门心思扑在工作上，有自由度但自己选择了忙碌。 	 我更喜欢的应该是工作生活平衡吧，work life balance!",275,0,2022-08-16T18:33:00,"""https://ci.xiaohongshu.com/b0b45853-0e00-df3f-d6c6-99231162b8a3?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
6300d95800000000190284ab,远程工作｜自由职业工作怎么找！10+平台推荐,"前阵子发了数字游民生活的笔记，许多小伙伴希望我们能分享找远程工作或是自由接案的平台。 因此整理10+个找寻远程工作及自由接案的免费网站，分享给大家！ 我们也相信远程工作是未来趋势，一起成为数字游民吧！ 1.LinkedIn 多数求职者都听过领英，直接在上面filter 100%远程工作就会看到可以WFH 的工作啦！ 2.glints 主要提供亚洲地区科技新创职缺，有许多远程工作的机会！ 3.Fiverr 这是国外很常用的自由工作者接案平台，只要你有一技之长，都可以在上面建立档案开始接案，不过初期没有太多评价价钱要稍微低一点，争取曝光度！ 4.Working Nomads 可依照自己喜好的工作类型去做选择，程序员、设计、行销、客户服务等自由选择，有些工作会直接列出email 可以直接投递过去！ 5.Upwork 也是国外常用的自由接案平台，里面提供许多接案机会！ 6.Workew 许多公司都有提供远程工作，一样是将履历发给刊登职缺的人，大多数是HR,许多职权也都有标明薪资！ 7.Cake Resume 这是台湾的求职平台，里面可以filter 远距工作，几乎都有标明薪资结构！ 8.Yourator 同样也是台湾求职平台，公司基本上都是新创，提供许多远距工作机会！ 9.圆领 国内远程工作、自由接案平台，求职者可以自行建立档案，把能够提供的技能、服务建上去，就可以和公司媒合啦！ 10.电鸭 国内远程工作平台，大多是开发人员、工程师职位！ 再来还有小蜜蜂、云队友、甜新工厂、Indeed 也都是远程工作平台，不过因为我们没有实际使用过，只能分享这些给大家了！ 有帮助到大家的话，请按赞收藏吧！",6646,0,2022-08-20T20:53:00,"""https://ci.xiaohongshu.com/99dce50f-0b16-15fe-e450-bd5597cb2c99?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
6303e3c2000000001702ff2c,Remote工作怎么找？这几个网站帮你搞定！,"近几年来远程工作已经是一种越来越让大家接受的工作方式。如果决定尝试远程工作，以下几个网站可以帮助你更快找到合适的remote岗位！ 	 🌟1. Upwork： Upwork是全球最大的、最优秀的、最规范的综合类人力外包服务平台，由著名的Elance和 oDesk 合并。这里聚集900万来自全球各地的自由工作者，你肯定可以在找到适合你的职位。 	 🌟2. Freelancer /Freelancer的工作类型覆盖了很多不同的领域，由程序开发到市场营销、广告、会计、法务等一系列的可以远程的工作。 	 🌟3. WeWorkRemotely 访客量巨大，是世界上最大的找远程工作的网站之一，很多大公司的工作岗位都会在这里发布，如果想寻找远程工作机会，不要错过这里的机会。 	 🌟4. Stackoverflow 被广大程序员熟知的Stackoverflow本身就是一个全民远程工作的公司，程序员在远程工作中有很大的先天优势，Stackoverflow Jobs 里有远程职位的筛选，这里有丰富的远程技术职位。 	 🌟5. FlexJobs 是当下很火的一个提供远程工作的平台，有超过50个分类的工作内容，包括自由职业，part-time等。 	 🌟6. Remoteok Remoteok 不仅提供最初的兼职类远程工作，还有全职类，签署合同类和实习类的工作。网站创始人Pieter Levels本身就是一名数字游民，他同样是Nomadlist的创始人。 	 🌟7. Toptal Toptal 是一个高端一些的自由职业者平台，适合比较有经验和工作尽力的远程工作者。它将企业与全球的软件工程师，设计师和业务顾问联系起来。 	 🌟8. Topcoder Topcoder通过算法比赛吸引世界顶级的程序员，他会将一下大型项目分割成很多小模块，通过竞赛的模式交给用户来做，优胜者可以拿到制定模块的奖金。 	 👉🏻国内的小伙伴也可以看看： 1. 电鸭社区 2. 远程客",933,0,2022-08-23T04:14:00,"""https://ci.xiaohongshu.com/dabae496-8dbe-bd1b-87f3-ebdaf9ef94cd?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
6311aa060000000012039dda,💻宅家也能远程工作？超多平台推荐,"由于特殊原因，近两年宅家办公变成了新晋都市丽人的选择，许多小伙伴们也想知道如何才能找到自由职业工作，远程工作成为数字游民，今天小编就为大家推荐一些国外的自由接案的平台！相比国内的平台发展更为成熟，包括但不限于金融、会计、传媒、营销、教育等各个行业。 . 在线远程工作适合自由职业者灵活就业，也可以在业余时间搞副业哦~ . 1⃣️Freelancer: 总部位于澳大利亚悉尼，规模较大，提供软件开发、翻译、数据输入、工程与建筑、财务、电子商务、会计等线上工作。 . 2⃣️Guru: 总部位于美国宾州，可提供编程与开发、写作翻译、法律顾问、艺术设计等线上工作。 . 3⃣️Upwork: 总部位于美国加州，可提供创意设计、写作翻译、数据输入、财务、市场营销等工作。 . 	 4⃣️Fiverr: 是一家任务众包平台，只要你有一技之长就可以在上面建立档案并开始远程接案啦~ . 5⃣️RemoteOk: 超全面的远程工作网站，可选择Part-time, Full-time或者Internship等远程工作。 .",407,0,2022-09-03T18:00:00,"""https://ci.xiaohongshu.com/eb6b1f00-5182-17a0-f73d-230a26312765?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
6317726f000000001103c6d3,巴厘岛保命指南,"本文献给所有考虑来巴厘岛旅游居住工作的朋友 	 本文适用于自由行/跟团游/短期旅游/中长期旅居/数字游民 	 驱蚊 驱蚊放第一位是因为在巴厘岛你根本躲不开蚊子，在巴厘岛的户外很容易一天被叮出十几个包，这让你在晚上辗转反侧，瘙痒难忍，严重影响你的旅行体验。更重要的是蚊子可能会带来疟疾和登革热。 解决办法： 1. 是穿宽松的衣服遮住胳膊和腿 2. 随身携带驱蚊喷雾 - Mosquito repellent。下了几场就买,很便宜。黄昏时刻蚊子最为肆虐，一定要定时喷驱蚊喷雾 交通 巴厘岛尤其是Canggu/Kuta/Ubud的交通非常烂！类似于80年代县城路况+90年代车况，摩托车混搭汽车，道路非常窄，摩托车是主要出行工具而且速度快，加上很多汽车导致路况复杂。更重要的是巴厘岛很多地方没有人行道，对于步行非常不安全。所以出行能不走路就不走路 解决方法： 一定要下载Gojek或者Grab app，便宜方便快速。（相当于滴滴和优步Uber，涵盖出行，外卖等），去哪里都预定摩托车或者汽车。摩托车起步价11000印尼盾（折合人民币5块），出租车起步价45000印尼盾（折合人民币20块） 晕船 来巴厘岛免不了需要乘船出游，晕船我认为是在巴厘岛有过最最糟糕的的体验。我去巴厘岛附近的岛屿潜水的时候就遭遇了严重的晕船，肚子里翻江倒海，对着袋子大吐特吐却只能强撑着度过船上的几小时。上岸了也需要半天才能恢复。而且巴厘岛的船一般比较老，船舱封闭，柴油味很重，透气性不够，更容易导致晕船。 解决办法： 1.带晕船药。亲测有效 2.尽量在船上睡觉。 警惕骗子 巴厘岛的大部分人都非常友善虔诚并且乐于助人，但还是要警惕那些过分热情的人。 1.机场租车：一定不要在机场找司机，因为你会多付5-10倍的钱。比如我从机场去Canggu坎古地区（13公里），用Gojek app打摩托车17块人民币，打车50人民币，但是我找了蹲在机场的司机支付了250人民币！ 2.换汇骗局，他们会是用小伎俩偷偷抽走你的钱。 3.假导游/假门票 4.飞车党（目前没遇到过，一般是两人一组抢你的钱包或者手机） 	 之后会更新在巴厘岛最简单的换汇/租车/住宿指南",476,0,2022-09-07T00:16:00,"""https://ci.xiaohongshu.com/f1270e8f-db1f-d947-3cdb-2f3e255b1317?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
631dca59000000000900beb0,25岁，在巴厘岛做数字游民是什么样的体验？,成为数字游民后每几个月会移动至不同国家，体验当地生活，与当地伙伴们建立联系以及互相交流文化，旅居生活重要的不是目的地而是过程中所遇见的人。 我们预计在巴厘岛待上2-3个月，这段时间找到平衡工作与生活的方式，一边旅行一边工作，会选择在巴厘岛旅居主要原因是想体验当地生活，另一部分则是地理套利，花少点钱过自己想过的生活且保有生活品质。 1️⃣月租villa体验 一到巴厘岛第一件事就是找月租Villa! 一共看了7间villa ，最终找到3000RMB/月梦幻的小木屋！（下次视频和大家分享！） 2️⃣月租机车体验 找了半天的月租机车，终于找到一家性价比高的！360RMB/月。 3️⃣适合办公的咖啡厅 目前去了Sanur 四家咖啡厅，推荐2家适合工作，食物美味的咖啡厅给数字游民们或是喜欢咖啡厅的伙伴们！ 1. Daily Baguette Sanur 2. Over the Moon Cafe 4️⃣与本地人建立联系 与不同背景不同行业的朋友，互相交流文化及语言，不仅是交朋友也是免费学习其他语言的机会！ 这几天遇见的当地人都很友善、礼貌且热心，终于了解为何是数字游民天堂！,327,0,2022-09-11T19:45:00,"""https://ci.xiaohongshu.com/1c21f471-321f-14c2-4b06-65b90cd67f6c?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
632c32940000000009008f84,从务实角度，清迈曼谷巴厘岛我会怎样选择？,"🍀最近两个月恰巧在远程工作全球排名前十的其中的三个地方小住，，，，现从交通，环境，物价（住&amp;吃），安quan及心理舒适度等几个方面做个比较，便于数字游民做参考： 	 🍀1.	地理位置方便度：曼谷大于清迈大于巴厘岛。人口超1000万的曼谷是世界一线大都市，国际化程度很高，国际航班可直飞世界各地，位置非常有优势。 	 🍀2.	物价：清迈大于曼谷大于巴厘岛。清迈的住和吃三者中zui便宜，尤其是住，清迈只相当于国内三线价格。但曼谷的美食最丰富。巴厘岛的吃，逊于泰国，美食远不如泰国丰富。交通及其它生活杂费上，三个地方差不多。 	 🍀3.	环境：各具优势。清迈是安静的小清新山城，曼谷是方便的国际大都市，巴厘岛是悠闲的海滩及热带田园景致。 据网上所见，清迈适合一家三口/四口的居家过生活， 国际学校和私立yi院都是质量与口碑兼具。曼谷更适合单身的年轻人，工作机会多，社交生活及夜生活更丰富。可能巴厘岛的乌布地区更适合数字游民，住在世外桃源般的环境中，灵感和思绪也在线 	 🍀4.	安quan及心理舒适度：清迈大于巴厘岛大于曼谷。巴厘岛海滩和街面上经常出没的流浪狗问题，给怕狗人士带来困扰，也影响了心情闲适度。没打疫苗的流浪狗挺危险的。旅游发达的东南亚城市很多都有流浪狗问题，不知为何不进行管理，这会使旅行安quan性和舒适度打折扣。比较起来，清迈这点要好一些，整个小城给人安静安quan感。 	 🍀5.	yi疗：《2019年全球卫生安全指数》显示，泰国其实已经是亚洲医疗排名第1的国家，而在全世界泰国的医疗也排名第6，完全走入了世界第一梯队。清迈和曼谷的公私立医院国际化程度都很高，完胜巴厘岛 	 🍀综合生活和居住方便度：曼谷大于清迈大于巴厘岛。曼谷在生活成ben上略高于清迈，但清迈毕竟是山城，不如曼谷发达方便。巴厘岛适合旅游度假，但个人感觉在如上几个方面巴厘岛都不如清迈和曼谷更适居。巴厘岛是世jie级度假地，酒店和resort完胜，但只适合短居而不是常住。 	 🍀从务实的角度，如果我是数字游民／远程工作者，会选择清迈居住；如果我投zi房产，会选择曼谷；如果享受假期，会选择巴厘岛。 	 @小红书创作学院@小红书成长助手@薯队长",79,0,2022-09-22T18:01:00,"""https://ci.xiaohongshu.com/33942d69-84e4-b695-7c43-5f6538010c2d?imageMogr2/format/jpg/quality/92/auto-orient/strip/crop/450x300/gravity/center"""
